color, code
1,5;100;200
1,5;100;205
1,5;100;210
1,5;100;215
1,5;100;220
1,5;100;225
1,5;100;230
1,5;100;235
1,5;100;240
1,5;100;245
1,5;100;250
1,5;105;175
1,5;105;180
1,5;105;185
1,5;105;190
1,5;105;195
1,5;105;200
1,5;105;205
1,5;105;210
1,5;105;215
1,5;105;220
1,5;105;225
1,5;105;230
1,5;105;235
1,5;105;240
1,5;105;245
1,5;105;250
1,5;110;175
1,5;110;180
1,5;110;185
1,5;110;190
1,5;110;195
1,5;110;200
1,5;110;205
1,5;110;210
1,5;110;215
1,5;110;220
1,5;110;225
1,5;110;230
1,5;110;235
1,5;110;240
1,5;110;245
1,5;110;250
1,5;115;175
1,5;115;180
1,5;115;185
1,5;115;190
1,5;115;195
1,5;115;200
1,5;115;205
1,5;115;210
1,5;115;215
1,5;115;220
1,5;115;225
1,5;115;230
1,5;115;235
1,5;115;240
1,5;115;245
1,5;115;250
1,5;120;175
1,5;120;180
1,5;120;185
1,5;120;190
1,5;120;195
1,5;120;200
1,5;120;205
1,5;120;210
1,5;120;215
1,5;120;220
1,5;120;225
1,5;120;230
1,5;120;235
1,5;120;240
1,5;120;245
1,5;120;250
1,5;125;175
1,5;125;180
1,5;125;185
1,5;125;190
1,5;125;195
1,5;125;200
1,5;125;205
1,5;125;210
1,5;125;215
1,5;125;220
1,5;125;225
1,5;125;230
1,5;125;235
1,5;125;240
1,5;125;245
1,5;125;250
1,5;130;175
1,5;130;180
1,5;130;185
1,5;130;190
1,5;130;195
1,5;130;200
1,5;130;205
1,5;130;210
1,5;130;215
1,5;130;220
1,5;130;225
1,5;130;230
1,5;130;235
1,5;130;240
1,5;130;245
1,5;130;250
1,5;135;175
1,5;135;180
1,5;135;185
1,5;135;190
1,5;135;195
1,5;135;200
1,5;135;205
1,5;135;210
1,5;135;215
1,5;135;220
1,5;135;225
1,5;135;230
1,5;135;235
1,5;135;240
1,5;135;245
1,5;135;250
1,5;140;175
1,5;140;180
1,5;140;185
1,5;140;190
1,5;140;195
1,5;140;200
1,5;140;205
1,5;140;210
1,5;140;215
1,5;140;220
1,5;140;225
1,5;140;230
1,5;140;235
1,5;140;240
1,5;140;245
1,5;140;250
1,5;145;175
1,5;145;180
1,5;145;185
1,5;145;190
1,5;145;195
1,5;145;200
1,5;145;205
1,5;145;210
1,5;145;215
1,5;145;220
1,5;145;225
1,5;145;230
1,5;145;235
1,5;145;240
1,5;145;245
1,5;145;250
1,5;150;175
1,5;150;180
1,5;150;185
1,5;150;190
1,5;150;195
1,5;150;200
1,5;150;205
1,5;150;210
1,5;150;215
1,5;150;220
1,5;150;225
1,5;150;230
1,5;150;235
1,5;150;240
1,5;150;245
1,5;150;250
1,10;50;175
1,10;50;180
1,10;50;185
1,10;50;190
1,10;50;195
1,10;50;200
1,10;50;205
1,10;50;210
1,10;50;215
1,10;50;220
1,10;50;225
1,10;50;230
1,10;50;235
1,10;50;240
1,10;50;245
1,10;50;250
1,10;55;175
1,10;55;180
1,10;55;185
1,10;55;190
1,10;55;195
1,10;55;200
1,10;55;205
1,10;55;210
1,10;55;215
1,10;55;220
1,10;55;225
1,10;55;230
1,10;55;235
1,10;55;240
1,10;55;245
1,10;55;250
1,10;60;175
1,10;60;180
1,10;60;185
1,10;60;190
1,10;60;195
1,10;60;200
1,10;60;205
1,10;60;210
1,10;60;215
1,10;60;220
1,10;60;225
1,10;60;230
1,10;60;235
1,10;60;240
1,10;60;245
1,10;60;250
1,10;65;175
1,10;65;180
1,10;65;185
1,10;65;190
1,10;65;195
1,10;65;200
1,10;65;205
1,10;65;210
1,10;65;215
1,10;65;220
1,10;65;225
1,10;65;230
1,10;65;235
1,10;65;240
1,10;65;245
1,10;65;250
1,10;70;175
1,10;70;180
1,10;70;185
1,10;70;190
1,10;70;195
1,10;70;200
1,10;70;205
1,10;70;210
1,10;70;215
1,10;70;220
1,10;70;225
1,10;70;230
1,10;70;235
1,10;70;240
1,10;70;245
1,10;70;250
1,10;75;175
1,10;75;180
1,10;75;185
1,10;75;190
1,10;75;195
1,10;75;200
1,10;75;205
1,10;75;210
1,10;75;215
1,10;75;220
1,10;75;225
1,10;75;230
1,10;75;235
1,10;75;240
1,10;75;245
1,10;75;250
1,10;80;175
1,10;80;180
1,10;80;185
1,10;80;190
1,10;80;195
1,10;80;200
1,10;80;205
1,10;80;210
1,10;80;215
1,10;80;220
1,10;80;225
1,10;80;230
1,10;80;235
1,10;80;240
1,10;80;245
1,10;80;250
1,10;85;175
1,10;85;180
1,10;85;185
1,10;85;190
1,10;85;195
1,10;85;200
1,10;85;205
1,10;85;210
1,10;85;215
1,10;85;220
1,10;85;225
1,10;85;230
1,10;85;235
1,10;85;240
1,10;85;245
1,10;85;250
1,10;90;175
1,10;90;180
1,10;90;185
1,10;90;190
1,10;90;195
1,10;90;200
1,10;90;205
1,10;90;210
1,10;90;215
1,10;90;220
1,10;90;225
1,10;90;230
1,10;90;235
1,10;90;240
1,10;90;245
1,10;90;250
1,10;95;175
1,10;95;180
1,10;95;185
1,10;95;190
1,10;95;195
1,10;95;200
1,10;95;205
1,10;95;210
1,10;95;215
1,10;95;220
1,10;95;225
1,10;95;230
1,10;95;235
1,10;95;240
1,10;95;245
1,10;95;250
1,10;100;175
1,10;100;180
1,10;100;185
1,10;100;190
1,10;100;195
1,10;100;200
1,10;100;205
1,10;100;210
1,10;100;215
1,10;100;220
1,10;100;225
1,10;100;230
1,10;100;235
1,10;100;240
1,10;100;245
1,10;100;250
1,10;105;175
1,10;105;180
1,10;105;185
1,10;105;190
1,10;105;195
1,10;105;200
1,10;105;205
1,10;105;210
1,10;105;215
1,10;105;220
1,10;105;225
1,10;105;230
1,10;105;235
1,10;105;240
1,10;105;245
1,10;105;250
1,10;110;175
1,10;110;180
1,10;110;185
1,10;110;190
1,10;110;195
1,10;110;200
1,10;110;205
1,10;110;210
1,10;110;215
1,10;110;220
1,10;110;225
1,10;110;230
1,10;110;235
1,10;110;240
1,10;110;245
1,10;110;250
1,10;115;175
1,10;115;180
1,10;115;185
1,10;115;190
1,10;115;195
1,10;115;200
1,10;115;205
1,10;115;210
1,10;115;215
1,10;115;220
1,10;115;225
1,10;115;230
1,10;115;235
1,10;115;240
1,10;115;245
1,10;115;250
1,10;120;175
1,10;120;180
1,10;120;185
1,10;120;190
1,10;120;195
1,10;120;200
1,10;120;205
1,10;120;210
1,10;120;215
1,10;120;220
1,10;120;225
1,10;120;230
1,10;120;235
1,10;120;240
1,10;120;245
1,10;120;250
1,10;125;175
1,10;125;180
1,10;125;185
1,10;125;190
1,10;125;195
1,10;125;200
1,10;125;205
1,10;125;210
1,10;125;215
1,10;125;220
1,10;125;225
1,10;125;230
1,10;125;235
1,10;125;240
1,10;125;245
1,10;125;250
1,10;130;175
1,10;130;180
1,10;130;185
1,10;130;190
1,10;130;195
1,10;130;200
1,10;130;205
1,10;130;210
1,10;130;215
1,10;130;220
1,10;130;225
1,10;130;230
1,10;130;235
1,10;130;240
1,10;130;245
1,10;130;250
1,10;135;175
1,10;135;180
1,10;135;185
1,10;135;190
1,10;135;195
1,10;135;200
1,10;135;205
1,10;135;210
1,10;135;215
1,10;135;220
1,10;135;225
1,10;135;230
1,10;135;235
1,10;135;240
1,10;135;245
1,10;135;250
1,10;140;175
1,10;140;180
1,10;140;185
1,10;140;190
1,10;140;195
1,10;140;200
1,10;140;205
1,10;140;210
1,10;140;215
1,10;140;220
1,10;140;225
1,10;140;230
1,10;140;235
1,10;140;240
1,10;140;245
1,10;140;250
1,10;145;175
1,10;145;180
1,10;145;185
1,10;145;190
1,10;145;195
1,10;145;200
1,10;145;205
1,10;145;210
1,10;145;215
1,10;145;220
1,10;145;225
1,10;145;230
1,10;145;235
1,10;145;240
1,10;145;245
1,10;145;250
1,10;150;175
1,10;150;180
1,10;150;185
1,10;150;190
1,10;150;195
1,10;150;200
1,10;150;205
1,10;150;210
1,10;150;215
1,10;150;220
1,10;150;225
1,10;150;230
1,10;150;235
1,10;150;240
1,10;150;245
1,10;150;250
1,15;50;175
1,15;50;180
1,15;50;185
1,15;50;190
1,15;50;195
1,15;50;200
1,15;50;205
1,15;50;210
1,15;50;215
1,15;50;220
1,15;50;225
1,15;50;230
1,15;50;235
1,15;50;240
1,15;50;245
1,15;50;250
1,15;55;175
1,15;55;180
1,15;55;185
1,15;55;190
1,15;55;195
1,15;55;200
1,15;55;205
1,15;55;210
1,15;55;215
1,15;55;220
1,15;55;225
1,15;55;230
1,15;55;235
1,15;55;240
1,15;55;245
1,15;55;250
1,15;60;175
1,15;60;180
1,15;60;185
1,15;60;190
1,15;60;195
1,15;60;200
1,15;60;205
1,15;60;210
1,15;60;215
1,15;60;220
1,15;60;225
1,15;60;230
1,15;60;235
1,15;60;240
1,15;60;245
1,15;60;250
1,15;65;175
1,15;65;180
1,15;65;185
1,15;65;190
1,15;65;195
1,15;65;200
1,15;65;205
1,15;65;210
1,15;65;215
1,15;65;220
1,15;65;225
1,15;65;230
1,15;65;235
1,15;65;240
1,15;65;245
1,15;65;250
1,15;70;175
1,15;70;180
1,15;70;185
1,15;70;190
1,15;70;195
1,15;70;200
1,15;70;205
1,15;70;210
1,15;70;215
1,15;70;220
1,15;70;225
1,15;70;230
1,15;70;235
1,15;70;240
1,15;70;245
1,15;70;250
1,15;75;175
1,15;75;180
1,15;75;185
1,15;75;190
1,15;75;195
1,15;75;200
1,15;75;205
1,15;75;210
1,15;75;215
1,15;75;220
1,15;75;225
1,15;75;230
1,15;75;235
1,15;75;240
1,15;75;245
1,15;75;250
1,15;80;175
1,15;80;180
1,15;80;185
1,15;80;190
1,15;80;195
1,15;80;200
1,15;80;205
1,15;80;210
1,15;80;215
1,15;80;220
1,15;80;225
1,15;80;230
1,15;80;235
1,15;80;240
1,15;80;245
1,15;80;250
1,15;85;175
1,15;85;180
1,15;85;185
1,15;85;190
1,15;85;195
1,15;85;200
1,15;85;205
1,15;85;210
1,15;85;215
1,15;85;220
1,15;85;225
1,15;85;230
1,15;85;235
1,15;85;240
1,15;85;245
1,15;85;250
1,15;90;175
1,15;90;180
1,15;90;185
1,15;90;190
1,15;90;195
1,15;90;200
1,15;90;205
1,15;90;210
1,15;90;215
1,15;90;220
1,15;90;225
1,15;90;230
1,15;90;235
1,15;90;240
1,15;90;245
1,15;90;250
1,15;95;175
1,15;95;180
1,15;95;185
1,15;95;190
1,15;95;195
1,15;95;200
1,15;95;205
1,15;95;210
1,15;95;215
1,15;95;220
1,15;95;225
1,15;95;230
1,15;95;235
1,15;95;240
1,15;95;245
1,15;95;250
1,15;100;175
1,15;100;180
1,15;100;185
1,15;100;190
1,15;100;195
1,15;100;200
1,15;100;205
1,15;100;210
1,15;100;215
1,15;100;220
1,15;100;225
1,15;100;230
1,15;100;235
1,15;100;240
1,15;100;245
1,15;100;250
1,15;105;175
1,15;105;180
1,15;105;185
1,15;105;190
1,15;105;195
1,15;105;200
1,15;105;205
1,15;105;210
1,15;105;215
1,15;105;220
1,15;105;225
1,15;105;230
1,15;105;235
1,15;105;240
1,15;105;245
1,15;105;250
1,15;110;175
1,15;110;180
1,15;110;185
1,15;110;190
1,15;110;195
1,15;110;200
1,15;110;205
1,15;110;210
1,15;110;215
1,15;110;220
1,15;110;225
1,15;110;230
1,15;110;235
1,15;110;240
1,15;110;245
1,15;110;250
1,15;115;175
1,15;115;180
1,15;115;185
1,15;115;190
1,15;115;195
1,15;115;200
1,15;115;205
1,15;115;210
1,15;115;215
1,15;115;220
1,15;115;225
1,15;115;230
1,15;115;235
1,15;115;240
1,15;115;245
1,15;115;250
1,15;120;175
1,15;120;180
1,15;120;185
1,15;120;190
1,15;120;195
1,15;120;200
1,15;120;205
1,15;120;210
1,15;120;215
1,15;120;220
1,15;120;225
1,15;120;230
1,15;120;235
1,15;120;240
1,15;120;245
1,15;120;250
1,15;125;175
1,15;125;180
1,15;125;185
1,15;125;190
1,15;125;195
1,15;125;200
1,15;125;205
1,15;125;210
1,15;125;215
1,15;125;220
1,15;125;225
1,15;125;230
1,15;125;235
1,15;125;240
1,15;125;245
1,15;125;250
1,15;130;175
1,15;130;180
1,15;130;185
1,15;130;190
1,15;130;195
1,15;130;200
1,15;130;205
1,15;130;210
1,15;130;215
1,15;130;220
1,15;130;225
1,15;130;230
1,15;130;235
1,15;130;240
1,15;130;245
1,15;130;250
1,15;135;175
1,15;135;180
1,15;135;185
1,15;135;190
1,15;135;195
1,15;135;200
1,15;135;205
1,15;135;210
1,15;135;215
1,15;135;220
1,15;135;225
1,15;135;230
1,15;135;235
1,15;135;240
1,15;135;245
1,15;135;250
1,15;140;175
1,15;140;180
1,15;140;185
1,15;140;190
1,15;140;195
1,15;140;200
1,15;140;205
1,15;140;210
1,15;140;215
1,15;140;220
1,15;140;225
1,15;140;230
1,15;140;235
1,15;140;240
1,15;140;245
1,15;140;250
1,15;145;175
1,15;145;180
1,15;145;185
1,15;145;190
1,15;145;195
1,15;145;200
1,15;145;205
1,15;145;210
1,15;145;215
1,15;145;220
1,15;145;225
1,15;145;230
1,15;145;235
1,15;145;240
1,15;145;245
1,15;145;250
1,15;150;175
1,15;150;180
1,15;150;185
1,15;150;190
1,15;150;195
1,15;150;200
1,15;150;205
1,15;150;210
1,15;150;215
1,15;150;220
1,15;150;225
1,15;150;230
1,15;150;235
1,15;150;240
1,15;150;245
1,15;150;250
1,20;50;175
1,20;50;180
1,20;50;185
1,20;50;190
1,20;50;195
1,20;50;200
1,20;50;205
1,20;50;210
1,20;50;215
1,20;50;220
1,20;50;225
1,20;50;230
1,20;50;235
1,20;50;240
1,20;50;245
1,20;50;250
1,20;55;175
1,20;55;180
1,20;55;185
1,20;55;190
1,20;55;195
1,20;55;200
1,20;55;205
1,20;55;210
1,20;55;215
1,20;55;220
1,20;55;225
1,20;55;230
1,20;55;235
1,20;55;240
1,20;55;245
1,20;55;250
1,20;60;175
1,20;60;180
1,20;60;185
1,20;60;190
1,20;60;195
1,20;60;200
1,20;60;205
1,20;60;210
1,20;60;215
1,20;60;220
1,20;60;225
1,20;60;230
1,20;60;235
1,20;60;240
1,20;60;245
1,20;60;250
1,20;65;175
1,20;65;180
1,20;65;185
1,20;65;190
1,20;65;195
1,20;65;200
1,20;65;205
1,20;65;210
1,20;65;215
1,20;65;220
1,20;65;225
1,20;65;230
1,20;65;235
1,20;65;240
1,20;65;245
1,20;65;250
1,20;70;175
1,20;70;180
1,20;70;185
1,20;70;190
1,20;70;195
1,20;70;200
1,20;70;205
1,20;70;210
1,20;70;215
1,20;70;220
1,20;70;225
1,20;70;230
1,20;70;235
1,20;70;240
1,20;70;245
1,20;70;250
1,20;75;175
1,20;75;180
1,20;75;185
1,20;75;190
1,20;75;195
1,20;75;200
1,20;75;205
1,20;75;210
1,20;75;215
1,20;75;220
1,20;75;225
1,20;75;230
1,20;75;235
1,20;75;240
1,20;75;245
1,20;75;250
1,20;80;175
1,20;80;180
1,20;80;185
1,20;80;190
1,20;80;195
1,20;80;200
1,20;80;205
1,20;80;210
1,20;80;215
1,20;80;220
1,20;80;225
1,20;80;230
1,20;80;235
1,20;80;240
1,20;80;245
1,20;80;250
1,20;85;175
1,20;85;180
1,20;85;185
1,20;85;190
1,20;85;195
1,20;85;200
1,20;85;205
1,20;85;210
1,20;85;215
1,20;85;220
1,20;85;225
1,20;85;230
1,20;85;235
1,20;85;240
1,20;85;245
1,20;85;250
1,20;90;175
1,20;90;180
1,20;90;185
1,20;90;190
1,20;90;195
1,20;90;200
1,20;90;205
1,20;90;210
1,20;90;215
1,20;90;220
1,20;90;225
1,20;90;230
1,20;90;235
1,20;90;240
1,20;90;245
1,20;90;250
1,20;95;175
1,20;95;180
1,20;95;185
1,20;95;190
1,20;95;195
1,20;95;200
1,20;95;205
1,20;95;210
1,20;95;215
1,20;95;220
1,20;95;225
1,20;95;230
1,20;95;235
1,20;95;240
1,20;95;245
1,20;95;250
1,20;100;175
1,20;100;180
1,20;100;185
1,20;100;190
1,20;100;195
1,20;100;200
1,20;100;205
1,20;100;210
1,20;100;215
1,20;100;220
1,20;100;225
1,20;100;230
1,20;100;235
1,20;100;240
1,20;100;245
1,20;100;250
1,20;105;175
1,20;105;180
1,20;105;185
1,20;105;190
1,20;105;195
1,20;105;200
1,20;105;205
1,20;105;210
1,20;105;215
1,20;105;220
1,20;105;225
1,20;105;230
1,20;105;235
1,20;105;240
1,20;105;245
1,20;105;250
1,20;110;175
1,20;110;180
1,20;110;185
1,20;110;190
1,20;110;195
1,20;110;200
1,20;110;205
1,20;110;210
1,20;110;215
1,20;110;220
1,20;110;225
1,20;110;230
1,20;110;235
1,20;110;240
1,20;110;245
1,20;110;250
1,20;115;175
1,20;115;180
1,20;115;185
1,20;115;190
1,20;115;195
1,20;115;200
1,20;115;205
1,20;115;210
1,20;115;215
1,20;115;220
1,20;115;225
1,20;115;230
1,20;115;235
1,20;115;240
1,20;115;245
1,20;115;250
1,20;120;175
1,20;120;180
1,20;120;185
1,20;120;190
1,20;120;195
1,20;120;200
1,20;120;205
1,20;120;210
1,20;120;215
1,20;120;220
1,20;120;225
1,20;120;230
1,20;120;235
1,20;120;240
1,20;120;245
1,20;120;250
1,20;125;175
1,20;125;180
1,20;125;185
1,20;125;190
1,20;125;195
1,20;125;200
1,20;125;205
1,20;125;210
1,20;125;215
1,20;125;220
1,20;125;225
1,20;125;230
1,20;125;235
1,20;125;240
1,20;125;245
1,20;125;250
1,20;130;175
1,20;130;180
1,20;130;185
1,20;130;190
1,20;130;195
1,20;130;200
1,20;130;205
1,20;130;210
1,20;130;215
1,20;130;220
1,20;130;225
1,20;130;230
1,20;130;235
1,20;130;240
1,20;130;245
1,20;130;250
1,20;135;175
1,20;135;180
1,20;135;185
1,20;135;190
1,20;135;195
1,20;135;200
1,20;135;205
1,20;135;210
1,20;135;215
1,20;135;220
1,20;135;225
1,20;135;230
1,20;135;235
1,20;135;240
1,20;135;245
1,20;135;250
1,20;140;175
1,20;140;180
1,20;140;185
1,20;140;190
1,20;140;195
1,20;140;200
1,20;140;205
1,20;140;210
1,20;140;215
1,20;140;220
1,20;140;225
1,20;140;230
1,20;140;235
1,20;140;240
1,20;140;245
1,20;140;250
1,20;145;175
1,20;145;180
1,20;145;185
1,20;145;190
1,20;145;195
1,20;145;200
1,20;145;205
1,20;145;210
1,20;145;215
1,20;145;220
1,20;145;225
1,20;145;230
1,20;145;235
1,20;145;240
1,20;145;245
1,20;145;250
1,20;150;175
1,20;150;180
1,20;150;185
1,20;150;190
1,20;150;195
1,20;150;200
1,20;150;205
1,20;150;210
1,20;150;215
1,20;150;220
1,20;150;225
1,20;150;230
1,20;150;235
1,20;150;240
1,20;150;245
1,20;150;250
1,25;50;175
1,25;50;180
1,25;50;185
1,25;50;190
1,25;50;195
1,25;50;200
1,25;50;205
1,25;50;210
1,25;50;215
1,25;50;220
1,25;50;225
1,25;50;230
1,25;50;235
1,25;50;240
1,25;50;245
1,25;50;250
1,25;55;175
1,25;55;180
1,25;55;185
1,25;55;190
1,25;55;195
1,25;55;200
1,25;55;205
1,25;55;210
1,25;55;215
1,25;55;220
1,25;55;225
1,25;55;230
1,25;55;235
1,25;55;240
1,25;55;245
1,25;55;250
1,25;60;175
1,25;60;180
1,25;60;185
1,25;60;190
1,25;60;195
1,25;60;200
1,25;60;205
1,25;60;210
1,25;60;215
1,25;60;220
1,25;60;225
1,25;60;230
1,25;60;235
1,25;60;240
1,25;60;245
1,25;60;250
1,25;65;175
1,25;65;180
1,25;65;185
1,25;65;190
1,25;65;195
1,25;65;200
1,25;65;205
1,25;65;210
1,25;65;215
1,25;65;220
1,25;65;225
1,25;65;230
1,25;65;235
1,25;65;240
1,25;65;245
1,25;65;250
1,25;70;175
1,25;70;180
1,25;70;185
1,25;70;190
1,25;70;195
1,25;70;200
1,25;70;205
1,25;70;210
1,25;70;215
1,25;70;220
1,25;70;225
1,25;70;230
1,25;70;235
1,25;70;240
1,25;70;245
1,25;70;250
1,25;75;175
1,25;75;180
1,25;75;185
1,25;75;190
1,25;75;195
1,25;75;200
1,25;75;205
1,25;75;210
1,25;75;215
1,25;75;220
1,25;75;225
1,25;75;230
1,25;75;235
1,25;75;240
1,25;75;245
1,25;75;250
1,25;80;175
1,25;80;180
1,25;80;185
1,25;80;190
1,25;80;195
1,25;80;200
1,25;80;205
1,25;80;210
1,25;80;215
1,25;80;220
1,25;80;225
1,25;80;230
1,25;80;235
1,25;80;240
1,25;80;245
1,25;80;250
1,25;85;175
1,25;85;180
1,25;85;185
1,25;85;190
1,25;85;195
1,25;85;200
1,25;85;205
1,25;85;210
1,25;85;215
1,25;85;220
1,25;85;225
1,25;85;230
1,25;85;235
1,25;85;240
1,25;85;245
1,25;85;250
1,25;90;175
1,25;90;180
1,25;90;185
1,25;90;190
1,25;90;195
1,25;90;200
1,25;90;205
1,25;90;210
1,25;90;215
1,25;90;220
1,25;90;225
1,25;90;230
1,25;90;235
1,25;90;240
1,25;90;245
1,25;90;250
1,25;95;175
1,25;95;180
1,25;95;185
1,25;95;190
1,25;95;195
1,25;95;200
1,25;95;205
1,25;95;210
1,25;95;215
1,25;95;220
1,25;95;225
1,25;95;230
1,25;95;235
1,25;95;240
1,25;95;245
1,25;95;250
1,25;100;175
1,25;100;180
1,25;100;185
1,25;100;190
1,25;100;195
1,25;100;200
1,25;100;205
1,25;100;210
1,25;100;215
1,25;100;220
1,25;100;225
1,25;100;230
1,25;100;235
1,25;100;240
1,25;100;245
1,25;100;250
1,25;105;175
1,25;105;180
1,25;105;185
1,25;105;190
1,25;105;195
1,25;105;200
1,25;105;205
1,25;105;210
1,25;105;215
1,25;105;220
1,25;105;225
1,25;105;230
1,25;105;235
1,25;105;240
1,25;105;245
1,25;105;250
1,25;110;175
1,25;110;180
1,25;110;185
1,25;110;190
1,25;110;195
1,25;110;200
1,25;110;205
1,25;110;210
1,25;110;215
1,25;110;220
1,25;110;225
1,25;110;230
1,25;110;235
1,25;110;240
1,25;110;245
1,25;110;250
1,25;115;175
1,25;115;180
1,25;115;185
1,25;115;190
1,25;115;195
1,25;115;200
1,25;115;205
1,25;115;210
1,25;115;215
1,25;115;220
1,25;115;225
1,25;115;230
1,25;115;235
1,25;115;240
1,25;115;245
1,25;115;250
1,25;120;175
1,25;120;180
1,25;120;185
1,25;120;190
1,25;120;195
1,25;120;200
1,25;120;205
1,25;120;210
1,25;120;215
1,25;120;220
1,25;120;225
1,25;120;230
1,25;120;235
1,25;120;240
1,25;120;245
1,25;120;250
1,25;125;175
1,25;125;180
1,25;125;185
1,25;125;190
1,25;125;195
1,25;125;200
1,25;125;205
1,25;125;210
1,25;125;215
1,25;125;220
1,25;125;225
1,25;125;230
1,25;125;235
1,25;125;240
1,25;125;245
1,25;125;250
1,25;130;175
1,25;130;180
1,25;130;185
1,25;130;190
1,25;130;195
1,25;130;200
1,25;130;205
1,25;130;210
1,25;130;215
1,25;130;220
1,25;130;225
1,25;130;230
1,25;130;235
1,25;130;240
1,25;130;245
1,25;130;250
1,25;135;175
1,25;135;180
1,25;135;185
1,25;135;190
1,25;135;195
1,25;135;200
1,25;135;205
1,25;135;210
1,25;135;215
1,25;135;220
1,25;135;225
1,25;135;230
1,25;135;235
1,25;135;240
1,25;135;245
1,25;135;250
1,25;140;175
1,25;140;180
1,25;140;185
1,25;140;190
1,25;140;195
1,25;140;200
1,25;140;205
1,25;140;210
1,25;140;215
1,25;140;220
1,25;140;225
1,25;140;230
1,25;140;235
1,25;140;240
1,25;140;245
1,25;140;250
1,25;145;175
1,25;145;180
1,25;145;185
1,25;145;190
1,25;145;195
1,25;145;200
1,25;145;205
1,25;145;210
1,25;145;215
1,25;145;220
1,25;145;225
1,25;145;230
1,25;145;235
1,25;145;240
1,25;145;245
1,25;145;250
1,25;150;175
1,25;150;180
1,25;150;185
1,25;150;190
1,25;150;195
1,25;150;200
1,25;150;205
1,25;150;210
1,25;150;215
1,25;150;220
1,25;150;225
1,25;150;230
1,25;150;235
1,25;150;240
1,25;150;245
1,25;150;250
1,30;50;175
1,30;50;180
1,30;50;185
1,30;50;190
1,30;50;195
1,30;50;200
1,30;50;205
1,30;50;210
1,30;50;215
1,30;50;220
1,30;50;225
1,30;50;230
1,30;50;235
1,30;50;240
1,30;50;245
1,30;50;250
1,30;55;175
1,30;55;180
1,30;55;185
1,30;55;190
1,30;55;195
1,30;55;200
1,30;55;205
1,30;55;210
1,30;55;215
1,30;55;220
1,30;55;225
1,30;55;230
1,30;55;235
1,30;55;240
1,30;55;245
1,30;55;250
1,30;60;175
1,30;60;180
1,30;60;185
1,30;60;190
1,30;60;195
1,30;60;200
1,30;60;205
1,30;60;210
1,30;60;215
1,30;60;220
1,30;60;225
1,30;60;230
1,30;60;235
1,30;60;240
1,30;60;245
1,30;60;250
1,30;65;175
1,30;65;180
1,30;65;185
1,30;65;190
1,30;65;195
1,30;65;200
1,30;65;205
1,30;65;210
1,30;65;215
1,30;65;220
1,30;65;225
1,30;65;230
1,30;65;235
1,30;65;240
1,30;65;245
1,30;65;250
1,30;70;175
1,30;70;180
1,30;70;185
1,30;70;190
1,30;70;195
1,30;70;200
1,30;70;205
1,30;70;210
1,30;70;215
1,30;70;220
1,30;70;225
1,30;70;230
1,30;70;235
1,30;70;240
1,30;70;245
1,30;70;250
1,30;75;175
1,30;75;180
1,30;75;185
1,30;75;190
1,30;75;195
1,30;75;200
1,30;75;205
1,30;75;210
1,30;75;215
1,30;75;220
1,30;75;225
1,30;75;230
1,30;75;235
1,30;75;240
1,30;75;245
1,30;75;250
1,30;80;175
1,30;80;180
1,30;80;185
1,30;80;190
1,30;80;195
1,30;80;200
1,30;80;205
1,30;80;210
1,30;80;215
1,30;80;220
1,30;80;225
1,30;80;230
1,30;80;235
1,30;80;240
1,30;80;245
1,30;80;250
1,30;85;175
1,30;85;180
1,30;85;185
1,30;85;190
1,30;85;195
1,30;85;200
1,30;85;205
1,30;85;210
1,30;85;215
1,30;85;220
1,30;85;225
1,30;85;230
1,30;85;235
1,30;85;240
1,30;85;245
1,30;85;250
1,30;90;175
1,30;90;180
1,30;90;185
1,30;90;190
1,30;90;195
1,30;90;200
1,30;90;205
1,30;90;210
1,30;90;215
1,30;90;220
1,30;90;225
1,30;90;230
1,30;90;235
1,30;90;240
1,30;90;245
1,30;90;250
1,30;95;175
1,30;95;180
1,30;95;185
1,30;95;190
1,30;95;195
1,30;95;200
1,30;95;205
1,30;95;210
1,30;95;215
1,30;95;220
1,30;95;225
1,30;95;230
1,30;95;235
1,30;95;240
1,30;95;245
1,30;95;250
1,30;100;175
1,30;100;180
1,30;100;185
1,30;100;190
1,30;100;195
1,30;100;200
1,30;100;205
1,30;100;210
1,30;100;215
1,30;100;220
1,30;100;225
1,30;100;230
1,30;100;235
1,30;100;240
1,30;100;245
1,30;100;250
1,30;105;175
1,30;105;180
1,30;105;185
1,30;105;190
1,30;105;195
1,30;105;200
1,30;105;205
1,30;105;210
1,30;105;215
1,30;105;220
1,30;105;225
1,30;105;230
1,30;105;235
1,30;105;240
1,30;105;245
1,30;105;250
1,30;110;175
1,30;110;180
1,30;110;185
1,30;110;190
1,30;110;195
1,30;110;200
1,30;110;205
1,30;110;210
1,30;110;215
1,30;110;220
1,30;110;225
1,30;110;230
1,30;110;235
1,30;110;240
1,30;110;245
1,30;110;250
1,30;115;175
1,30;115;180
1,30;115;185
1,30;115;190
1,30;115;195
1,30;115;200
1,30;115;205
1,30;115;210
1,30;115;215
1,30;115;220
1,30;115;225
1,30;115;230
1,30;115;235
1,30;115;240
1,30;115;245
1,30;115;250
1,30;120;175
1,30;120;180
1,30;120;185
1,30;120;190
1,30;120;195
1,30;120;200
1,30;120;205
1,30;120;210
1,30;120;215
1,30;120;220
